0.001050,1,10000,0.214212
0.001050,1,10000,-0.074951
0.001050,1,10000,0.012552
0.001050,1,10000,-0.169995
0.001050,1,10000,0.000105
0.001050,1,10000,0.013018
0.001050,1,10000,-0.166035
0.001050,1,10000,0.341318
0.001050,1,10000,0.052296
0.001050,1,10000,0.109404
0.001050,1,10000,-0.009193
0.001050,1,10000,0.146293
0.001050,1,10000,0.370004
0.001050,1,10000,0.089296
0.001050,1,10000,0.066283
0.001050,1,10000,0.137495
0.001050,1,10000,0.179706
0.001050,1,10000,0.371910
0.001050,1,10000,0.339962
0.001050,1,10000,0.241963
0.001050,1,10000,0.076385
0.001050,1,10000,-0.727813
0.001050,1,10000,-0.013005
0.001050,1,10000,-0.063185
0.001050,1,10000,0.086601
0.001050,1,10000,0.287120
0.001050,1,10000,0.011790
0.001050,1,10000,0.087027
0.001050,1,10000,0.252361
0.001050,1,10000,0.199815
0.001050,1,10000,0.146752
0.001050,1,10000,0.183164
0.001050,1,10000,0.250279
0.001050,1,10000,-0.178907
0.001050,1,10000,-0.045274
0.001050,1,10000,-0.111111
0.001050,1,10000,0.107821
0.001050,1,10000,0.030046
0.001050,1,10000,0.096080
0.001050,1,10000,0.089741
0.001050,1,10000,0.232803
0.001050,1,10000,0.014366
0.001050,1,10000,-0.250790
0.001050,1,10000,0.159286
0.001050,1,10000,0.231912
0.001050,1,10000,-0.018694
0.001050,1,10000,0.224152
0.001050,1,10000,-0.009674
0.001050,1,10000,0.388099
0.001050,1,10000,0.136187
0.001050,1,10000,-0.491078
0.001050,1,10000,-0.378611
0.001050,1,10000,0.152684
0.001050,1,10000,0.021574
0.001050,1,10000,0.156459
0.001050,1,10000,-0.249622
0.001050,1,10000,0.005500
0.001050,1,10000,-0.526835
0.001050,1,10000,0.136279
0.001050,1,10000,-0.318429
0.001050,1,10000,0.081338
0.001050,1,10000,-0.947110
0.001050,1,10000,0.378577
0.001050,1,10000,0.027899
0.001050,1,10000,0.083755
0.001050,1,10000,0.276857
0.001050,1,10000,0.168177
0.001050,1,10000,0.127808
0.001050,1,10000,0.249603
0.001050,1,10000,0.255345
0.001050,1,10000,-0.031148
0.001050,1,10000,-0.216092
0.001050,1,10000,-0.199142
0.001050,1,10000,0.088599
0.001050,1,10000,0.111582
0.001050,1,10000,-0.208233
0.001050,1,10000,0.134329
0.001050,1,10000,0.124581
0.001050,1,10000,0.251554
0.001050,1,10000,0.354017
0.001050,1,10000,0.114669
0.001050,1,10000,-0.209601
0.001050,1,10000,-0.068238
0.001050,1,10000,0.205411
0.001050,1,10000,0.172916
0.001050,1,10000,0.245121
0.001050,1,10000,-0.082576
0.001050,1,10000,0.389834
0.001050,1,10000,0.192768
0.001050,1,10000,-0.965616
0.001050,1,10000,0.116366
0.001050,1,10000,-0.690026
0.001050,1,10000,0.174987
0.001050,1,10000,0.230392
0.001050,1,10000,-0.289914
0.001050,1,10000,-0.521443
0.001050,1,10000,0.168345
0.001050,1,10000,-0.812130
0.001050,1,10000,0.327461
0.001050,1,10000,0.168303
0.001050,1,10000,0.313395
0.001050,1,10000,-0.701256
0.001050,1,10000,-0.014320
0.001050,1,10000,0.145621
0.001050,1,10000,-0.070731
0.001050,1,10000,-0.079723
0.001050,1,10000,0.198362
0.001050,1,10000,-0.119569
0.001050,1,10000,0.060981
0.001050,1,10000,0.239755
0.001050,1,10000,0.234177
0.001050,1,10000,-0.498228
0.001050,1,10000,0.173226
0.001050,1,10000,-0.001944
0.001050,1,10000,0.111259
0.001050,1,10000,0.414378
0.001050,1,10000,-0.935168
0.001050,1,10000,0.407301
0.001050,1,10000,0.210159
0.001050,1,10000,0.200196
0.001050,1,10000,0.241089
0.001050,1,10000,0.142431
0.001050,1,10000,0.055157
0.001050,1,10000,0.229529
0.001050,1,10000,-0.181569
0.001050,1,10000,0.445176
0.001050,1,10000,-0.065856
0.001050,1,10000,-0.389952
0.001050,1,10000,0.260272
0.001050,1,10000,0.343857
0.001050,1,10000,-0.700700
0.001050,1,10000,0.384924
0.001050,1,10000,0.158637
0.001050,1,10000,0.149717
0.001050,1,10000,0.275653
0.001050,1,10000,0.191659
0.001050,1,10000,0.320581
0.001050,1,10000,0.045052
0.001050,1,10000,0.143825
0.001050,1,10000,-0.010806
0.001050,1,10000,-0.153025
0.001050,1,10000,-0.139501
0.001050,1,10000,-0.163189
0.001050,1,10000,0.027001
0.001050,1,10000,-0.518602
0.001050,1,10000,-0.347075
0.001050,1,10000,0.093457
0.001050,1,10000,0.253150
0.001050,1,10000,0.076093
0.001050,1,10000,0.255796
0.001050,1,10000,0.233713
0.001050,1,10000,0.276665
0.001050,1,10000,0.274712
0.001050,1,10000,0.316132
